userid,productid,rating
88783,hkt127343,3
85872,spf063685,4
48791,tvc260480,4
82948,wcl215940,4
59668,tvc023459,4
88086,tvc155095,4
88016,msh052254,5
92429,tbp103361,4
72817,tvc005858,4
99728,acs242275,5
18213,mcl092235,3
93904,tvc244443,3
11375,tbp150726,4
95846,str187480,4
16836,wcl065710,5
45810,tvc214482,3
43618,mcl128103,4
30630,tvc219534,5
14962,acs249622,5
31371,acs206700,4
76715,wcl210532,3
35043,msh002288,3
99405,acs047582,5
78454,kfa130236,3
82736,bth257728,4
43979,tvc259069,5
81827,kfa087493,3
64281,wcl164951,3
69889,hkt133857,3
69121,wcl242887,4
65293,tvc002888,3
59974,tvc114646,4
86851,mcl197729,5
99576,ggf160397,3
67652,str075655,5
36639,hkt223102,5
21151,wcl074650,5
23598,acs155110,5
16384,app165885,3
39764,wcl101356,5
49382,tvc210858,3
46324,str048432,3
63888,wcl060088,4
84783,hkt062327,4
90906,cmb019311,5
69768,tvc058744,3
46655,mcl209148,3
62313,acs092679,5
14842,hkt032428,4
50409,app244830,5
83113,tvc125964,5
22963,wcl060937,4
33552,acs254140,5
69324,wsh070164,3
69932,msh073613,3
40001,wcl204261,3
95121,bth031122,5
77768,acs052563,4
37704,str200357,5
98052,acs011108,4
36104,acs025084,3
35043,str193218,4
21221,wcl135781,5
86111,wcl184131,5
18921,acs203511,3
98713,str107298,4
44322,wcl162122,5
76598,acs175171,5
41066,spf145684,4
40211,str223278,3
24437,mcl167388,4
23686,acs196519,4
96511,app029992,5
52112,kfa069339,5
83830,acs057049,5
47175,bth199714,4
44578,acs066448,4
86934,tvc076742,4
48590,tvc032441,5
46827,bth162178,5
66809,hkt137268,5
51261,acs258261,4
82203,acs051886,3
48980,bth197831,4
38056,tvc075752,4
41172,acs220329,3
41011,acs148949,5
30535,mcl000589,3
10048,wcl038277,4
38556,app094555,5
76567,wcl123705,5
62408,msh148554,4
66148,acs143823,5
83057,wcl084595,4
89651,kfa137601,5
78372,wcl115528,4
92693,tvc036806,5
29333,wcl122729,5
74361,app226900,3
14166,pet135221,4
73597,acs007000,5
41205,acs062861,5
97824,wsh115502,4
95959,acs251397,4
63497,acs108244,5
87672,msh178404,5
19587,mcl226987,5
80533,acs118270,3
37527,acs057586,3
37412,wcl157318,3
16321,tvc188030,4
92632,kfa257201,3
51335,msh110103,3
71791,bag005617,3
91100,acs212221,4
67285,msh063514,5
43571,msh173397,3
95426,msh228261,3
31202,cmb222796,3
13573,tvc176779,3
61146,mcl218489,3
57119,msh201389,5
40116,kfa120435,4
13545,mcl004347,4
53527,app158229,4
15980,app253530,3
73154,acs263776,4
22342,acs130713,4
57730,wcl096378,5
75768,tvc085770,4
25856,tvc099352,3
63888,app039916,5
26497,app125348,4
11937,app130961,3
56013,acs072896,5
59175,acs134878,4
42635,acs212320,4
78372,mcl234060,5
39924,acs215904,4
43348,mcl111872,5
29733,spf238384,4
96779,str120043,4
19844,tvc158079,5
43471,tvc136948,4
93374,mcl040570,5
92379,tbp010494,5
45200,wcl156381,4
73154,wcl089757,4
24417,wcl246407,3
90709,hkt130456,3
46491,cmb240030,5
83593,wcl130406,3
48931,msh154951,5
50165,bth129103,4
36162,tbp122743,3
95570,wcl254315,3
96670,tvc236149,4
30115,str129669,4
52422,msh170360,5
81461,msh214440,3
73213,acs090668,5
16321,str127317,4
70980,wcl031496,3
36004,kfa130656,3
74166,hkt091370,3
59053,acs258493,4
79977,ind083262,4
84100,str208608,5
84082,acs211868,3
57730,msc120018,4
91335,acs158910,5
48156,wcl034948,4
83860,wcl145768,3
88857,mcl261468,5
45200,wcl038500,4
27897,tvc169924,4
76532,wcl236852,5
36579,msh140244,3
29252,acs245146,5
47280,wcl097604,4
70215,tvc007157,4
34705,msh070946,4
91100,mcl118376,3
62855,hkt218257,5
42415,spf071970,3
25856,wcl211216,4
78415,mcl012479,3
73034,wcl128557,5
27937,cmb094497,3
21221,wcl210864,4
27113,acs215943,3
95879,acs225526,4
52422,tvc011174,4
16321,kfa023995,4
44005,bag075217,4
74289,wcl100102,4
87965,spf204878,3
52238,str021073,4
85846,acs029596,5
62803,wcl009681,5
26949,app031741,4
52212,wcl058498,3
37578,tvc043649,4
64182,bth205140,5
48366,str022072,5
65749,tbp055776,3
66888,app085664,4
72028,wcl044854,4
56443,wcl073633,4
14294,str124185,4
15189,tvc062570,3
88351,app105972,4
42967,wsh026754,3
80203,str230057,3
47320,tvc003232,4
44727,str005795,4
60103,tvc202432,5
96117,acs027309,4
43968,wcl092126,5
24542,wcl191612,4
81827,wsh172759,5
38675,mcl218943,3
50120,kfa080763,5
61311,acs121101,5
95654,tvc181957,5
30630,msh143603,4
87793,tbp215537,5
69189,acs159674,3
39716,acs040898,3
20665,acs153447,4
60847,mcl035594,5
18233,tvc093979,4
66162,mcl185074,4
74408,msh264667,4
34641,wcl144312,3
84436,acs135316,3
88035,wcl202122,3
37348,acs150140,3
34834,bag082066,5
93350,wcl190053,4
92875,wcl252773,3
49557,acs072293,4
75814,str266102,4
23445,hkt213580,3
43123,msh173827,5
21221,acs095431,4
97697,acs071080,4
75858,tvc068535,3
82737,hkt244514,5
99880,acs007340,4
92355,mcl078556,3
36021,spf170777,4
39007,app167588,4
63888,app197279,5
81464,acs215581,3
61386,wcl249997,5
41276,acs061393,4
88447,app053418,5
28677,wcl021147,3
55065,wcl134452,3
69326,acs149506,4
37260,tvc001867,3
70412,tvc135305,4
93300,acs004067,5
33261,cmb261675,3
34475,kfa037833,4
82761,wcl132755,4
57782,str238838,3
55883,app172750,5
98166,wcl076260,3
85806,str113987,5
90341,acs252483,3
78469,acs147143,5
30115,bth146695,3
29667,msh056917,4
27744,str022888,3
79020,tvc137651,3
48156,msh129800,4
12342,wcl040179,3
99405,wcl205146,5
91571,acs244994,4
78053,app121618,4
76117,msh218007,5
20665,acs063698,4
39646,str100665,5
17130,acs155767,4
82830,app230244,3
23539,bth066167,3
61834,app169278,3
91564,acs123945,4
18166,wcl183855,5
67051,acs002993,4
65293,wcl028281,5
63133,str202599,3
58345,tvc220162,5
18056,wcl004155,3
98816,spf135533,5
82948,tvc053897,5
20582,tvc044471,3
59496,tvc023325,5
90691,tvc113909,5
81910,app138500,4
31410,str204263,3
56372,msh122243,4
87658,app131629,3
54143,acs243642,4
14108,str103020,4
36021,mcl130385,4
22429,app013113,3
63521,acs162370,3
59668,tvc204492,5
96411,acs137037,3
46137,tvc016357,5
43123,msh100621,3
76715,acs157295,4
14108,acs181989,5
29276,app207340,3
95654,cmb216208,5
70405,str035209,3
52422,acs118206,3
38853,app003590,3
84848,wcl055726,3
72945,bth133068,3
41205,str146679,4
45488,ggf160397,4
91567,mcl215547,5
75051,hkt097622,4
87935,wcl159050,4
21998,wcl111785,4
79020,mcl098833,3
15035,app154011,4
44068,tvc068818,5
18828,tvc090905,5
92693,tvc247528,3
40601,tvc149582,5
66148,wcl206679,5
32250,ind047871,4
99402,wcl008549,5
48585,pet124618,3
89151,acs262159,4
43032,bth227102,4
58097,wcl227164,5
11346,acs223556,4
13981,kfa010801,5
93974,acs235429,5
45723,wcl020563,3
11375,mcl179913,3
23511,tvc196062,4
61332,acs125437,4
57042,str205399,3
74804,str250292,5
90314,tvc162090,3
60655,wcl096825,5
53488,acs218470,5
99579,app064175,3
37555,msh169062,5
70215,wcl109699,3
84097,wcl204738,3
55979,mcl030902,4
44968,wcl121259,4
20604,wcl045268,4
76548,msh142740,5
87341,msh163748,5
36332,wcl165907,5
62081,kfa228751,5
90947,wcl231411,5
81461,wcl025884,4
51068,acs014247,3
68131,acs157289,5
36390,wcl205948,4
30115,str163534,5
96670,hkt229986,3
59444,tvc184798,4
59626,acs194123,3
83057,tvc008122,4
99678,tvc125141,4
89614,acs031468,4
57270,acs043918,5
30128,ggf202532,3
35318,acs119227,4
73564,acs252309,3
66633,wcl216984,4
66173,cmb094497,4
69717,acs110038,5
32060,app008774,4
83113,str086520,3
78621,tvc136120,4
55165,acs204522,5
96600,ind006543,4
69512,wcl217290,4
50790,hkt239676,3
68503,acs050405,3
78454,bth225840,3
92875,hkt227870,4
43618,mcl206714,3
88952,tvc137521,4
44971,wcl216414,5
57187,tvc179801,3
30498,str069224,4
31252,acs050610,4
23065,wcl005812,3
69889,acs197738,5
48153,mcl031750,3
33003,acs179161,5
26326,tvc201092,5
84100,bag217715,5
26296,msh254482,3
42225,msh191512,3
65042,acs055333,5
15035,app231362,4
12397,tvc092928,3
40601,wcl068139,3
29601,ind054745,4
14294,hkt198452,3
90863,acs196351,4
43979,tvc133863,5
68508,spf023397,5
84745,wcl137894,5
51553,msh158032,3
34801,wcl176989,3
38056,msh261059,5
75051,wcl040337,4
21498,tvc257055,4
15505,bth042507,4
34497,ind261847,5
36948,tvc075887,3
22823,acs077877,3
30535,msh240293,4
65042,wcl119370,5
25773,msh075853,3
83412,spf238837,4
39369,hkt126432,3
28394,mcl162488,4
91410,acs014454,4
49179,acs126103,4
88275,acs035189,3
47987,acs209854,4
20665,str067138,4
10963,ind198540,5
13733,wcl107757,5
54601,tvc066994,3
61934,app070136,3
87078,wcl195853,4
95103,acs195307,4
48156,tvc197376,4
26971,wcl190382,3
15980,wcl246187,4
40491,wcl035334,3
49808,acs190559,4
20147,wcl180309,3
26788,bth015285,3
83035,kfa168492,3
80650,str177670,3
48931,app203376,5
61835,acs071554,3
56407,wcl015479,3
14555,acs040632,5
45022,str063980,3
25124,wcl186387,5
96053,tvc253250,3
15326,wcl188707,3
79160,wcl259778,4
10572,mcl175219,4
95797,wcl225154,3
55887,wcl117793,3
22963,app102828,5
80153,str176563,5
77022,wcl220970,5
49693,hkt225014,3
57191,msh160842,3
89766,acs122354,3
67736,mcl185296,3
96570,tvc224978,3
27138,hkt059554,3
36601,str053735,4
30158,wcl198270,5
31661,mcl262583,5
61616,tvc221722,5
69716,wcl184017,3
88365,msh257251,3
58377,tvc237509,4
46827,wcl167531,4
63086,hkt069219,4
11045,wcl011260,5
76532,tbp257821,5
90835,mcl169256,4
43841,mcl053324,5
83652,msh164550,5
60655,mcl089089,5
32096,wcl195915,3
98305,kfa084865,3
10407,app197238,4
62876,kfa221976,3
50525,mcl015944,3
78621,acs110732,4
30678,hkt046021,5
92463,acs100389,3
76587,app156814,4
72550,tvc162483,3
45672,mcl257709,4
58740,spf252422,3
60163,tvc198622,3
53096,msh103709,5
92084,acs229156,3
80887,acs135697,5
38918,str046720,3
75015,msh221045,3
40552,ind129057,3
87462,acs249172,5
44310,mcl237948,3
58377,spf154007,3
36048,wcl231531,5
98052,mcl238738,3
28528,tvc124968,3
91014,msh243829,5
93498,hkt066891,4
71992,wsh084117,5
28398,wcl162837,4
16526,spf171643,4
80650,acs032538,3
90835,acs123907,4
38432,tvc247194,4
73686,wcl053721,5
21014,acs111301,4
15928,tvc064956,3
75015,str158383,4
71992,tvc243499,3
20116,wcl202410,5
78415,acs218528,3
60157,hkt230497,4
25342,wcl186481,4
45966,wcl031720,3
14453,bag062839,4
60494,tvc190404,4
91682,acs044608,3
11900,tvc076003,4
56734,wcl165695,4
53340,app178180,4
31830,spf202130,3
40001,acs069565,4
69326,acs191249,3
98951,spf170507,5
41205,acs074302,4
27295,acs006469,3
87667,wcl149576,5
84725,tvc077411,5
70763,hkt050633,5
51335,str144496,5
83609,mcl186108,4
65749,acs142074,5
87368,msh045949,4
12225,msh146117,5
84744,acs004067,4
63436,tvc110985,5
29253,cmb161923,5
59630,tvc166020,3
48047,msh134137,3
71196,wcl080980,5
36004,msh088024,4
89484,wcl120329,5
29077,tvc058322,4
93408,acs223398,5
88685,wcl242185,3
46491,app132059,5
67585,acs172684,4
36129,acs266010,3
90607,str084563,5
86739,msh129495,3
36541,msh220036,3
34746,wcl055467,3
93719,tvc086823,5
90389,msh034258,4
95959,tvc264371,4
57739,wcl107106,4
40487,wcl153233,3
96779,acs072963,5
63233,wcl029627,4
73564,tvc206404,3
37091,tvc085902,3
21998,msh050138,3
66888,spf210527,5
90832,acs239436,3
30942,acs038723,3
53150,msh043939,5
68859,app217346,3
77552,str179223,4
75765,app085897,3
36601,mcl066970,5
74131,bag066294,5
30452,wcl217623,3
50259,msh039580,3
14511,str049755,4
19539,mcl158207,5
94397,app031867,4
27295,tbp130308,4
51765,acs237183,4
82120,acs226703,3
35318,tvc138406,4
17374,mcl221552,5
68456,tvc230674,5
82761,msh103555,3
12364,app065058,5
89484,tvc000168,4
90470,acs056445,3
87687,mcl064165,4
89818,msh142532,4
40491,acs198831,4
56734,tvc037661,5
80110,msh247296,4
60048,hkt194635,5
23041,tvc165863,5
70680,wcl195655,4
21488,acs165027,5
76150,wcl188413,4
49220,str223388,4
60342,tvc122761,4
58799,acs062664,5
60718,acs038013,5
34486,acs087792,4
75857,wcl094191,5
16457,tvc235946,5
61157,cmb229271,3
17361,str061694,3
39969,wcl044385,3
84698,msh084126,4
99060,msh179079,3
68234,acs027983,5
26104,msh220028,3
82203,tvc143096,5
98570,bag063822,4
95599,wcl136686,5
12342,str185753,3
26788,kfa125479,4
41759,hkt163621,3
68835,msh061303,5
73154,acs202823,3
82807,mcl258778,5
40630,ggf204850,4
92124,tvc021980,5
42500,acs011460,5
76576,wcl189769,3
33368,str038438,5
55994,acs059660,3
46815,bth003017,3
70976,app129879,3
66995,app115369,4
68965,acs196585,3
74573,wcl129758,3
68285,str193940,4
78346,wcl161012,3
46127,mcl004606,3
88090,wcl235034,3
97697,tvc122167,3
99039,str140366,5
11873,wcl139339,3
82309,bth060677,4
41011,kfa126921,5
28305,str045483,5
14406,mcl171717,5
97106,bag162000,4
80396,mcl086515,3
46815,mcl084502,4
65749,str117185,3
69459,acs226791,4
21498,wcl003029,3
98275,wcl016384,4
36601,acs258770,5
47987,mcl235344,3
37390,tvc194227,4
57165,mcl113731,3
28288,tbp069867,5
83057,tvc144704,3
70663,app157973,3
92315,acs233665,5
31661,wcl024151,4
27654,acs192587,5
66995,wcl253878,3
15281,mcl055753,3
48047,app188370,5
40371,wcl102665,5
50395,acs004666,4
14962,spf134408,4
12067,tvc242174,4
80080,acs259308,3
57634,wcl085707,5
44968,msh216807,5
18089,bag226871,3
70024,app159963,4
39924,msh263888,5
35715,tbp025679,3
55067,tvc239438,5
87473,msh179401,5
60904,tvc056251,4
74187,tvc130696,4
30115,tvc055724,4
86792,wcl241097,4
35847,acs036210,4
47320,acs147683,4
27138,wcl090570,5
30452,tvc177373,5
83584,wcl258887,5
15691,acs168387,5
34166,hkt110304,4
46483,str165364,5
96592,wcl237568,5
95570,bth226221,3
93311,kfa054299,3
16119,acs097389,4
45217,hkt245268,4
24621,mcl005904,5
47718,mcl003968,3
39917,kfa066794,5
83852,wcl158647,4
18828,str148947,5
28305,wcl028197,4
10241,acs094843,4
87847,mcl258430,4
96187,tvc216344,4
61742,acs228488,3
38631,acs140034,5
24455,wcl247456,5
64071,bag102483,3
89614,acs118206,5
84999,acs023744,4
39890,tvc000709,5
60227,ind176826,3
19723,msh031742,5
95501,msh186973,5
76576,hkt146063,5
84093,wcl113706,5
45966,wcl257996,5
60289,app009343,4
33569,acs049190,3
52554,msc162920,5
37868,wcl130927,3
88061,acs132587,4
73304,tvc181565,4
80817,acs039508,4
76587,acs055950,4
14842,spf057748,3
81464,spf182768,3
95797,spf109173,5
92315,spf120142,5
78372,acs126972,3
90134,acs013427,5
56037,acs103199,3
20582,acs208854,4
45217,acs058321,4
27048,str191416,4
55065,wsh079751,3
76466,wcl130160,3
96411,pet064881,3
42535,wcl225328,3
79965,wcl097710,3
98683,msh142454,4
66162,acs094346,3
88685,wcl106198,5
39646,tvc079488,5
45751,bth165313,4
52238,tvc160418,4
95103,acs159203,4
76466,acs033092,4
25501,str039043,5
34354,tvc138881,4
97830,str169153,3
30846,acs056467,5
97242,acs193641,5
48980,acs099401,3
32963,msh013775,3
74724,str187884,3
81318,mcl012322,3
99037,str092454,3
53488,spf168797,5
88685,acs153941,5
82190,kfa184128,4
58669,acs174886,4
25972,acs025481,5
72146,wcl009127,4
93014,tbp206917,5
96105,mcl071903,4
97919,acs018620,4
96105,mcl094272,5
11873,app124054,5
29576,wcl004008,5
46163,acs067388,4
32238,mcl106560,5
84882,tvc209953,5
73154,msh048900,4
39166,acs241099,3
20484,str216016,5
69894,str132933,4
41846,acs137975,3
72468,app207153,3
90134,wcl214792,3
65779,app257207,3
51938,msh146117,3
48931,msh186711,5
79406,acs170572,4
20213,wcl133870,3
40552,acs118662,4
97743,wcl154884,4
41846,wcl221652,5
86827,kfa186484,4
81404,wcl084357,5
13733,wcl207161,4
88982,msh241384,3
15939,mcl003127,3
83049,bth184110,4
18233,hkt055149,5
26028,acs039708,5
72316,wcl087560,5
27138,app054862,5
23836,wcl038807,3
96570,str245708,4
21466,wcl253221,5
40116,tvc121878,3
80588,wcl102849,4
60635,tvc169357,4
78749,mcl011672,3
59494,acs114186,4
36332,acs233400,5
49227,acs105217,4
80397,wcl262695,5
34746,bth127165,5
23877,kfa083366,4
65734,app045199,3
17169,tvc233384,3
61834,tvc077422,5
71748,hkt127539,5
49265,str222394,4
97136,acs117648,5
89484,tvc072427,3
18596,acs007970,4
35043,acs050825,3
32020,msh218396,4
75157,wcl257349,5
97793,wcl167846,5
32222,hkt062826,5
22963,hkt095898,4
49241,acs013274,4
90691,mcl264266,3
67372,app183226,5
31158,app140032,5
80533,acs209066,5
56166,wcl009319,5
44341,tvc243917,4
84783,wcl021443,3
26949,wcl101183,3
69324,mcl063168,4
69894,msh075346,3
59494,msh075990,5
65585,mcl152770,5
38056,tvc244970,5
13275,acs211187,3
29077,mcl130885,5
16526,msh235113,4
34478,tvc215628,5
25585,hkt012960,4
29077,tvc139900,4
43618,msh188853,4
57668,tvc080513,5
62981,hkt032619,3
51335,tvc011000,4
26930,wcl071123,4
83003,wcl070739,5
48156,ggf061438,4
54601,wcl200762,3
44754,wsh080501,3
49220,tvc018915,4
82517,acs011177,5
33224,kfa246761,5
76002,msh108109,3
40307,ind054600,4
67477,app200189,3
38023,hkt003007,4
69149,spf038092,5
26621,acs077164,4
59563,msh119297,3
75517,mcl012428,4
28991,hkt224938,3
43032,wsh214080,4
43080,msh143586,3
84955,acs118405,4
26949,app146621,5
56037,wcl238740,5
91682,tvc233083,5
71416,hkt250483,4
31726,wcl229994,4
26239,msh076133,3
12064,tvc100036,3
62981,wcl232897,5
13447,acs014108,3
60163,wcl230424,5
86739,acs112244,4
17130,tvc125884,5
96195,tvc230821,5
58766,kfa119974,3
43071,mcl027017,5
68193,wcl190357,3
90344,wcl259103,5
47175,mcl194412,5
87203,msh122980,5
72316,ggf194631,4
84191,wcl253221,5
22295,acs032182,3
57668,msc084387,5
95673,wsh092732,4
64560,acs085246,5
23165,str042316,4
95570,app003930,4
43634,wcl167686,5
73564,acs021617,5
78053,tbp024188,4
29253,app204804,3
97360,app172184,4
45597,msh014029,3
80080,tbp226670,5
77711,mcl046598,3
32066,cmb125274,4
14962,tvc035036,5
67152,hkt147881,4
54632,wcl005171,3
58345,kfa263782,5
88177,wcl139538,4
89790,wcl167485,3
25837,wcl084511,5
28291,wcl253234,5
19974,msh224652,5
20262,app184291,3
41969,wcl220951,4
10150,bth168964,4
13573,spf120126,5
95654,wcl030482,5
69459,tvc170147,4
39518,msh181508,4
80153,acs088927,5
84999,acs220453,3
15189,msh053698,3
62585,str215647,3
28898,tvc117574,3
61146,tvc087638,4
44968,mcl204578,5
91685,acs263689,4
81910,wcl159907,5
80015,tvc206022,4
66026,acs128253,3
71836,mcl192294,3
46127,wcl254294,4
65169,wcl210717,3
95849,app082343,4
71336,msh241894,5
89950,acs132659,3
97666,acs159064,3
95806,acs064425,5
47987,tvc259571,3
44176,tvc226755,4
72010,hkt172593,5
50241,acs136691,5
14282,tvc223029,3
83860,acs229272,4
12004,mcl199798,5
51765,str121153,3
89304,ggf124763,5
90906,kfa138165,4
98439,tvc020600,4
88106,msh209434,3
12094,bth262728,4
42500,acs187834,5
15535,app021749,4
13842,tvc035682,5
53556,ind047827,4
96779,acs124786,4
55059,bth252419,5
94630,acs056454,5
82517,hkt191840,5
67668,wcl107981,4
12718,acs122564,5
94016,mcl217090,4
66057,app239602,5
31526,tvc012457,3
71196,spf019217,5
29276,tbp088912,3
25305,msh029666,5
98552,tvc054743,3
76563,cmb210578,5
33368,str239046,5
62313,acs009398,5
28898,tvc253186,4
30668,app208475,4
65749,wcl051761,5
57270,mcl259582,5
20787,acs078658,3
97659,acs004773,3
21998,msh221305,4
81446,acs021708,4
28305,acs191663,5
67372,mcl008961,5
77036,spf248839,5
13545,app024034,4
25175,acs081754,3
93904,mcl087293,4
43080,acs145693,5
55861,wcl199855,5
68131,app073736,4
11778,tvc167905,3
14907,tvc211473,4
97931,tvc071491,3
96676,mcl007951,4
13744,acs102808,4
60297,tvc094358,4
76021,wcl229681,4
87583,kfa027022,5
68234,wcl145078,4
87320,wcl204861,5
23063,acs247112,4
40352,bag202217,4
99195,app150441,3
55994,bag155528,4
45672,mcl006234,5
79982,mcl151421,4
18083,msh086683,3
80068,wcl236852,4
82807,str139637,5
80396,hkt209608,3
67152,spf236616,5
98025,msh037857,4
73392,mcl108766,5
76537,acs103227,3
71568,hkt184398,4
51553,tbp128978,5
62408,tvc018921,5
39369,app097845,4
61742,str237190,5
38582,bth190341,5
91224,wcl260046,4
85030,app216151,5
29333,acs132163,3
40347,tvc198136,3
31037,mcl068890,4
97106,tvc023345,4
23416,tvc123811,4
80886,msh203352,4
61606,tvc057082,4
16065,tbp009205,4
76795,mcl259373,5
46888,kfa085140,4
54982,acs132541,3
60342,hkt185420,3
99576,cmb156438,3
23877,mcl219914,5
51068,mcl067579,5
90344,acs092024,3
75157,bag174451,3
43222,str014267,5
99728,acs177734,5
27361,acs143727,4
96592,tvc217317,3
70199,wcl263985,4
12094,str186623,5
97930,hkt245858,3
96831,acs147300,3
56407,tvc094050,5
43646,app164038,4
91335,str035093,4
60157,cmb188811,4
46048,msh060200,3
10290,acs240339,4
54440,app123501,5
40116,acs192596,4
78415,wcl212268,3
90709,msh122357,4
43968,wcl262028,5
67428,ind228686,5
12815,acs208767,4
67720,acs026289,4
53133,acs136419,3
91707,acs107053,3
17169,tvc010781,4
85404,acs248106,3
49508,msh090123,5
16363,kfa111275,3
36162,str120190,3
39890,wcl175933,5
22823,str196021,4
12790,wcl101183,3
13842,acs176799,4
36129,msh191411,3
28898,wcl024529,5
38056,acs025417,4
59173,wcl081163,3
28766,app253918,5
51938,msh131815,5
87583,tvc003724,5
47937,hkt013836,3
96779,mcl107254,4
55167,mcl191070,5
75857,msh134964,4
84479,tvc152606,3
59082,wcl183134,5
57423,wcl142407,3
68828,acs221232,4
42551,acs052224,4
51121,acs067007,5
59007,bag198702,5
23877,app156822,3
31212,msh034455,4
33657,ind015164,3
96411,str049755,3
94397,mcl174316,5
83259,wcl053960,3
35095,acs113511,4
83700,msh095155,5
37704,tvc036564,4
77362,tvc020239,4
26217,acs101572,5
88892,wcl211158,4
67477,ggf088948,3
84882,spf201306,4
29667,kfa041156,3
80588,acs147300,4
29252,mcl249420,3
78276,wcl145244,5
95959,wcl010026,4
19346,app125882,3
27744,wcl169374,3
61616,app037855,4
74642,tvc207390,5
78027,wcl142490,4
71568,tbp161477,5
10941,spf097994,5
42910,cmb060572,5
26713,hkt124645,3
75051,wcl029560,4
73575,acs239934,4
92463,acs157295,4
11527,wcl258010,4
51676,wcl233255,4
50053,msh048351,5
80015,str166894,3
64182,acs176108,4
77712,wcl179227,3
66990,msh088089,3
10059,wcl227735,5
74573,spf055025,4
65749,wcl231417,3
17742,msh050528,3
86733,kfa144531,5
12815,str156109,3
59959,mcl258005,5
36066,acs199684,4
39457,acs144020,4
37260,msh074095,3
36086,acs079601,5
88982,mcl066223,5
89309,bth004625,4
45488,wcl232209,4
13733,kfa079320,4
80887,acs045957,4
43812,hkt105124,4
64281,msh102468,5
99525,kfa021483,5
36190,msh186521,4
65458,wcl106963,3
53875,msh071920,5
10241,wcl089828,5
51553,acs148745,4
31726,tbp244134,3
30678,bag108665,4
55428,hkt147311,5
73068,tvc060618,4
84680,acs111537,4
90260,kfa190037,3
59263,wcl065710,5
17130,tvc009930,4
99402,app072331,5
21569,str141717,3
63086,wcl218227,3
77362,acs160686,4
33191,ind131249,5
67428,hkt163035,3
51882,acs016441,4
27513,tvc137521,4
18213,mcl167051,5
84776,wcl213247,3
78454,msh117559,3
36086,wcl089495,4
53174,acs246199,3
19692,bag188658,4
60438,acs135830,4
62313,acs046035,5
86598,bag173406,3
69352,acs205570,3
95258,wcl263505,3
62899,mcl148490,5
87687,acs156418,5
95121,hkt181311,4
18233,spf251421,3
50214,cmb159802,4
77036,app111793,5
20787,wcl152394,5
77036,tvc251060,3
63072,wcl259164,5
97931,acs242633,3
51553,msh028895,4
60449,tvc228275,3
65576,acs046525,4
84709,acs003690,4
15526,acs027361,4
18861,msh116789,4
52935,wcl062763,4
34834,tvc077942,4
61135,acs136916,5
90709,app092836,3
24621,tvc140779,5
16868,str004443,3
16325,hkt131925,5
84118,acs053768,4
68212,tvc213468,5
67459,tvc257756,5
13744,msh039609,5
52422,msh053986,5
60884,app017477,5
75552,tvc258705,4
10122,tvc183376,5
12833,acs035223,4
59664,acs028554,5
69447,tvc077437,3
69950,app098930,5
36101,spf009589,4
86792,acs037306,3
88035,msh244191,4
32238,acs080464,3
96600,acs089799,3
72454,wcl184228,3
25172,acs237195,3
73392,wcl080008,5
81910,acs219355,5
46163,wcl064474,3
18656,wcl203238,3
66612,acs198443,5
96926,msh200783,4
40818,str019950,3
84979,tvc050601,4
14511,acs150095,5
44425,wcl111469,5
25585,tvc073564,4
64817,acs130680,5
36162,tvc037794,4
84654,acs254021,5
92463,wcl122623,3
87658,tvc099117,5
59974,cmb222127,5
33552,acs189742,4
33569,wcl172397,3
48042,acs255031,5
23041,wcl216066,4
49557,mcl092993,3
90408,wcl256274,3
80588,mcl099061,3
82919,msh154821,5
35095,acs014456,3
99007,tvc152689,5
65734,msh154046,4
97413,app153046,3
24417,acs009855,4
43841,hkt205555,5
63727,tvc019824,5
26567,tvc180633,5
82329,bag128115,4
39978,str101859,5
96570,kfa168492,5
99525,bth016613,3
41325,wcl165947,4
74361,tvc014396,4
56037,kfa009040,4
65632,wcl242634,3
28127,acs107123,5
73638,acs176472,5
55167,acs186909,5
62268,bth038326,3
23973,msh244888,4
66990,msh061566,4
89790,wcl226037,5
35095,msh099298,4
22163,acs104060,3
83593,wcl072828,5
68119,wcl038055,3
60097,acs258468,4
15943,wcl232619,4
19665,wcl198664,3
54861,acs018116,5
85131,acs208542,4
88783,msh166683,3
59790,wcl113663,3
43618,acs237665,4
70215,acs095128,4
10122,acs138077,3
64281,msh097609,4
10842,wcl233408,4
18629,acs163135,5
47320,acs091249,3
59053,acs073881,4
57455,tvc025732,5
81617,kfa040491,4
86202,acs190695,3
61616,acs141623,3
26718,acs099956,5
34310,wcl220331,3
96779,bth061867,3
67306,hkt017437,3
14927,mcl108014,4
87672,tbp187193,5
91142,acs165267,4
68835,tvc117227,3
17686,wsh195358,3
55883,msh177931,5
59175,tvc109581,4
40130,acs203272,4
89484,wcl173744,4
60060,bth141023,4
61742,kfa166514,3
68946,acs207541,4
25028,acs079566,3
30846,acs038670,5
16325,str261171,5
96686,acs193732,4
25124,hkt247169,3
11495,acs128607,5
98616,tvc154621,4
22512,wcl243104,4
21281,wcl126477,3
46137,wcl197292,4
26296,msh234821,4
29077,msh015533,5
96149,kfa120870,5
52935,acs150539,4
98880,cmb099810,5
42415,mcl097146,5
98614,str178425,3
25856,acs093718,4
29252,str112633,3
90470,mcl032884,5
15691,app091400,4
17696,tvc198201,3
87886,str012508,3
17229,msh242855,5
31554,wcl062763,3
46242,wcl080901,5
