user_id,productid,rating
1580,str200336,3
1778,acs110898,4
1250,acs017513,5
419,msh107169,4
1178,mcl003953,5
978,mcl108099,4
1389,acs026964,5
602,msh049436,5
1724,mcl092397,5
1293,acs062220,5
1780,mcl110471,4
162,acs240049,5
1190,wcl106080,3
563,cmb120953,4
483,acs175382,4
1206,tvc175052,3
153,wcl076680,3
865,acs143326,3
1415,wcl012060,5
1583,tvc127384,5
904,tvc074592,4
381,acs071822,5
201,acs030778,3
1388,wcl212506,5
749,acs202342,3
1330,acs184725,3
1041,tvc186466,4
1179,hkt037524,3
736,wcl179738,5
227,bth052722,3
771,hkt183002,5
881,tvc023984,4
1822,acs155460,5
329,wcl165002,5
97,app012217,5
745,msh102533,3
698,wcl102937,4
502,acs079911,4
1055,acs230570,4
597,wcl010312,5
362,tvc181310,5
1857,wcl015113,3
1779,str024598,5
750,acs163135,5
427,wcl058262,4
1891,tvc150353,4
1735,mcl034736,5
196,wcl081924,3
435,tvc049907,3
1007,mcl156635,3
1422,str184847,4
100,tvc220856,5
213,wcl256340,3
828,acs207541,4
1516,tvc202785,5
788,tvc235896,5
422,acs007447,3
1352,mcl100583,3
759,wcl000512,4
1790,wcl146272,4
1356,spf066021,4
1251,acs122321,4
314,str067298,4
1841,app112533,4
291,acs237423,5
1413,wcl165761,5
107,acs156644,4
1499,mcl137885,4
470,wcl216259,5
1204,acs178720,3
1174,acs080756,3
1140,tvc059841,3
1048,msh001905,5
674,str053682,5
685,str253949,4
694,msh132479,4
308,acs007017,3
535,tvc125080,5
225,mcl135393,4
1997,msc191427,5
73,mcl109393,3
1086,tvc079168,5
110,hkt142900,5
133,app122821,5
1654,wcl079114,3
60,tvc251647,3
1808,mcl197428,3
465,app165788,5
1258,str160952,5
777,acs241046,3
187,msh232134,3
1236,spf039244,4
984,wsh104104,4
725,tbp038851,3
944,acs205324,5
1413,acs195218,3
1943,spf139371,5
1857,acs211710,5
1146,wcl165593,3
370,mcl128497,3
1083,acs204945,3
348,app056499,5
706,wcl092638,3
873,wcl189548,4
310,tvc115807,3
1537,mcl252504,3
1068,bag038703,4
1414,wcl083587,3
1173,acs234452,3
65,hkt082508,4
1509,wcl180859,4
879,str236070,5
1817,spf047790,4
817,str001319,4
1408,acs014872,3
688,tvc228494,4
126,wcl246335,3
104,tvc212624,4
1638,acs156275,4
1290,acs021363,4
549,tvc141178,4
1517,bth091625,3
610,msh134510,5
1308,wcl097478,5
1738,app076080,5
1897,acs229086,5
1365,str208660,4
794,wcl093113,3
1326,msh000853,5
82,kfa144729,4
1975,wcl091691,4
313,kfa161738,3
1999,wcl060827,5
1186,mcl036286,4
883,tvc258918,5
1653,msh215533,5
459,wsh080689,3
950,app019369,3
1181,ggf135273,5
348,acs088629,5
1000,acs225655,3
1462,wcl106102,3
105,wcl038609,3
382,wsh156581,3
1580,tvc095631,5
1211,cmb253377,4
460,acs193356,5
1500,spf084477,3
1002,app072851,4
1845,mcl046598,3
687,acs037843,4
1876,acs194093,4
224,wcl072708,4
1544,acs205713,5
1431,wcl145373,3
396,app064469,3
393,hkt207495,3
1156,bth078527,5
821,mcl246434,5
1976,cmb061643,4
1599,tbp171099,4
1273,wcl044796,3
214,mcl020821,5
1636,wcl035764,5
1630,wcl118846,4
770,msh197273,3
649,wsh003778,4
1557,msh243999,4
1793,app030152,4
1416,wcl159520,5
323,tvc162056,4
96,str040486,4
410,tvc232995,3
1315,acs046277,3
1876,msh094225,5
319,acs223856,3
1824,msh201382,5
642,msh180624,3
1734,wcl126651,5
1360,acs017239,4
1288,msh067348,4
1280,tbp210480,3
67,wcl155542,5
1383,acs072356,5
1427,wcl241960,3
425,msh139291,3
1523,mcl145368,4
1195,wcl060037,3
367,acs225528,3
984,bth102151,4
1566,hkt047011,3
1218,mcl260036,5
308,tvc027708,5
1487,wcl090086,3
997,wcl087077,3
15,acs265826,5
73,mcl240120,5
892,mcl137760,5
579,tbp243687,3
1240,acs229108,4
1552,mcl246111,5
870,tvc117747,4
694,wcl218780,5
1748,wcl027032,5
598,bag039401,4
1050,tbp163489,3
1340,mcl086588,5
1067,tvc213365,4
1662,hkt167536,4
235,acs109795,3
850,wcl039937,5
382,tvc220162,4
1475,tvc163237,3
1662,mcl180590,4
1174,wcl048862,5
1415,app131401,5
280,wcl225463,4
1354,tbp227747,5
1381,acs083756,5
1411,wcl020270,5
1299,msh125997,5
1172,wcl199211,4
323,bth041848,4
609,hkt150124,3
1224,acs158261,3
986,mcl202015,5
1977,app016810,3
922,mcl173341,5
406,str073377,5
1745,mcl126435,3
1499,acs024787,5
970,acs163665,4
618,wcl087489,5
1902,msh202191,3
1296,hkt258233,3
832,wcl124995,5
1796,bth038633,5
714,str054442,5
849,acs179102,5
1130,acs182331,5
914,app201342,3
735,msh174533,3
47,mcl146658,3
586,wcl262453,4
366,mcl104982,4
132,wcl145276,4
1896,bth053208,5
787,msh164658,3
619,msh031329,4
841,tvc133964,5
397,app194564,4
1415,str035084,5
1180,wcl089116,3
1208,acs213113,5
1300,msh215533,5
1379,acs230789,5
1683,app082628,5
1740,msc120002,5
1106,bth004007,4
651,tbp183515,4
917,bag051252,5
1674,wcl142407,5
11,acs187074,4
1555,tvc188726,3
1112,msh140033,3
1647,wcl237519,5
1710,tvc245716,5
416,spf166421,4
1684,wcl193422,3
1081,cmb063079,3
1205,app064273,3
171,wcl135270,4
706,tvc204265,4
998,wcl064985,3
1013,tvc017992,3
1405,bth221541,4
390,acs047907,3
994,str244465,5
1357,hkt086648,3
1165,app164664,5
895,hkt163486,3
1365,wcl144532,3
85,hkt210662,5
1328,tvc190135,3
1921,wcl150413,4
1239,acs192314,3
1952,wcl023115,5
1078,bag188304,5
1407,wcl003181,5
416,tvc196425,4
609,acs017912,3
414,acs220484,4
146,tbp060951,4
1161,wcl040836,5
1667,acs222532,4
451,tvc259012,5
1442,acs236028,3
209,acs016415,5
1269,tvc077343,5
908,app209905,3
1675,str100665,4
822,wcl034853,5
1595,tvc034028,4
1711,wcl125811,4
1901,tvc192966,5
1961,wcl131253,5
1622,mcl224316,3
1283,hkt007948,3
1643,str182243,3
579,wcl172459,3
1078,bag068027,4
3,wcl259245,4
851,tvc080440,3
583,acs076643,3
927,hkt068842,5
1255,mcl258380,3
457,wcl099708,5
1962,wcl037436,5
1550,acs165799,3
1180,msh010338,5
81,wsh021855,4
54,acs222599,5
616,wsh048769,5
1814,acs188171,5
518,msh063317,3
1615,bth104301,5
1594,msh136093,3
1153,bth146695,4
451,bth141540,5
1447,acs143475,3
469,mcl191702,4
91,tvc155735,3
1465,str075851,4
1838,wcl219248,5
1660,app227670,5
134,acs055333,5
617,acs087095,3
1087,tvc066994,3
837,tvc233774,4
972,app095173,3
619,wcl235015,5
1973,tvc056161,4
1363,acs236225,4
700,kfa232881,3
548,wcl052149,4
1809,wcl182060,3
1443,str173648,3
1752,acs005091,4
305,wcl124518,5
1314,mcl060073,5
338,msh080378,4
223,acs105598,5
1983,tvc052384,5
1555,acs095438,3
1207,acs084683,3
803,wcl057286,5
1529,spf095489,4
1484,tvc038580,3
29,wcl155009,4
1955,msh241944,4
794,acs073860,4
800,wcl083925,5
979,wcl215660,5
1703,wcl201192,4
252,str046720,4
1176,mcl047560,5
1706,pet260885,3
5,acs145862,4
757,acs220357,4
1775,cmb232603,4
1691,wcl221643,5
1475,mcl257075,5
223,msh236705,5
856,wcl008135,4
1144,acs264721,4
1292,acs237648,5
1936,tvc243565,5
1138,wcl108937,5
1983,mcl246770,5
1658,wcl016895,5
877,tvc121112,5
1961,hkt121877,4
91,wcl096141,5
1581,wcl027581,3
1813,str112774,5
522,wcl012276,4
146,str049334,5
1714,ind102902,4
232,tbp018847,3
1451,ind199627,4
1799,wcl160407,3
541,mcl095193,3
128,bth230267,4
1160,app127322,5
1354,acs184175,5
933,app060161,4
647,wsh080689,3
1767,tvc056346,3
1409,acs186459,5
212,mcl232489,3
198,tvc074595,3
1641,msh081544,3
841,wcl023982,3
684,acs060436,4
1978,acs080499,5
1935,msc106799,5
643,mcl144036,5
1717,acs233711,3
811,tbp162168,4
706,acs188201,3
802,mcl127097,5
763,mcl056089,3
1450,mcl239335,5
1149,tvc042212,5
569,msh208422,4
1132,tvc176153,5
1920,wcl257869,4
1104,wcl043708,4
1351,ind056108,4
57,msh100558,4
333,str177686,4
1923,mcl043277,3
588,kfa163641,3
1196,wcl020363,4
703,wcl262899,3
1479,tvc176718,5
1209,wsh216261,4
794,app039619,4
1857,app240713,5
1475,wcl139827,5
1489,bth055419,4
1324,str265834,4
624,tbp187193,4
726,tvc177933,5
1006,msh241351,5
1798,acs075141,3
144,spf261652,5
147,spf222861,4
1633,wcl221986,4
205,mcl203994,5
572,acs153204,5
1977,acs034600,4
1774,tvc108187,5
162,mcl132010,3
864,tvc133873,4
1270,mcl119861,3
1989,tvc208812,4
506,wcl137993,5
1070,tbp051990,3
1386,tvc254842,5
1678,tvc158046,5
166,wcl110355,5
975,acs243398,5
730,wcl174560,3
994,bth190584,5
425,acs145397,3
1270,acs064508,5
272,acs261315,5
1095,mcl047749,4
805,wcl033164,5
987,tvc078837,5
1253,wcl111500,4
1776,str197569,3
342,mcl020303,4
1749,wcl145716,3
876,tvc099767,3
1110,ind207904,5
1542,acs131520,5
1705,acs000025,3
959,bth142504,4
438,wcl020889,4
1770,acs021234,3
291,app239835,3
1817,wcl012304,5
1868,acs249172,3
1497,hkt182817,3
1670,msh087142,4
1498,str148084,5
235,wcl033344,5
310,wcl209699,3
1512,pet191877,3
1730,acs070926,3
803,acs008385,3
1102,tvc182555,5
343,wcl098688,3
575,tvc061119,3
1502,acs011177,5
1941,msh071040,5
53,msh012594,4
739,bth100457,4
1790,wcl208345,4
877,wcl228809,5
365,hkt079568,5
1346,ggf248271,3
1478,acs200700,3
1738,hkt070679,4
266,mcl093237,4
542,str258669,4
576,tvc036449,3
139,str105603,4
1699,spf129965,5
921,acs184626,5
813,hkt158665,5
475,acs240209,3
2000,wcl035558,5
1018,tvc124255,4
868,str161891,4
156,str048196,5
1103,msh154951,3
1163,acs215447,3
1062,tvc048125,5
1585,acs071675,3
1047,msh100198,3
1955,pet136720,4
1786,pet132046,4
130,acs198195,3
112,str215374,4
316,app247910,3
819,mcl119329,3
183,hkt257812,3
1438,app101699,4
643,wcl123954,5
1730,mcl179342,5
117,tvc243668,4
731,acs223740,4
1429,msh175925,5
1166,cmb010765,5
519,acs196697,4
1144,msh174749,4
823,wcl119770,3
174,msh244701,3
567,acs013898,5
1331,str013906,3
1617,acs181660,5
276,hkt185829,3
1351,bag134709,4
564,kfa138114,5
1348,tvc017425,3
1512,mcl186916,3
1411,bag212087,5
1702,msh116345,3
1029,hkt042020,3
359,acs128001,3
587,cmb253803,5
990,tvc193412,5
379,bth054770,4
1887,acs027897,4
1273,wcl161618,5
434,app222714,3
765,str050326,5
835,mcl041559,5
313,spf067590,4
380,ggf071163,5
1741,msh154064,3
502,tvc251887,4
192,app125574,4
783,acs153816,4
459,bth027584,5
236,acs096253,4
1991,tvc000879,3
1011,acs235429,4
1083,str219526,3
1334,spf063539,3
652,str071167,3
1087,acs097403,5
1547,acs219444,4
193,ggf173906,4
1445,wcl011935,5
79,wcl091810,3
1755,wcl126962,4
158,hkt252315,3
1860,tvc108678,4
758,tvc136983,4
1928,wcl172670,5
1935,str097630,3
703,wcl183722,4
1463,acs163398,4
1409,wcl259725,5
1627,hkt036887,3
1516,acs076813,5
1,wcl198035,4
1340,tvc133872,3
1767,app042494,4
175,msh034979,3
1390,str134789,5
737,tvc049386,4
1043,msh139616,4
977,acs113377,5
1510,ggf126347,4
1980,bth066823,4
516,wsh186461,5
1855,str223207,3
803,wcl033642,5
1022,msh167836,3
508,acs018016,4
1975,acs032096,4
1316,str155216,3
538,acs058844,4
1061,acs226745,5
1076,msh009763,4
834,hkt144069,3
865,acs044090,4
148,acs022101,5
1563,tvc104474,5
903,acs051172,4
837,tvc132116,5
359,cmb031036,3
612,kfa117663,4
376,tvc077786,4
1466,app044793,5
1445,wcl201077,5
118,wcl222772,5
792,acs014247,4
1165,mcl156144,4
1961,acs196519,3
1542,wcl225849,5
956,tvc052268,5
951,tvc169761,4
801,acs010809,4
48,mcl028649,5
415,ggf163878,5
1333,acs064654,5
1803,wcl251829,4
278,tvc093971,4
1614,wcl155539,5
991,msh089881,5
245,acs238220,3
1394,msh160185,5
353,app221504,3
648,acs088527,3
718,tvc227229,4
1774,tvc158079,5
1418,wcl083142,4
624,app196892,5
422,wcl081161,3
853,mcl229786,5
396,spf174625,4
856,hkt086304,3
290,mcl209235,4
164,mcl112793,5
1276,str250642,3
1365,wcl024585,3
579,tvc004239,5
1776,str147811,5
599,str192940,5
1676,cmb009984,5
240,str165495,4
1295,wcl144398,3
1308,acs118405,3
1022,wcl186650,4
1780,wcl263050,3
462,acs235897,4
499,bag201647,5
1200,tvc252405,5
605,mcl074959,3
422,mcl119543,3
21,mcl088923,5
136,wcl163093,4
325,acs257276,3
949,acs252192,5
12,wcl068789,5
111,kfa143608,5
869,mcl045534,4
1260,bag052385,3
1410,mcl110916,5
816,wcl183266,4
475,acs208542,3
1947,msh097974,4
102,tbp229322,4
1486,acs221685,4
578,kfa056933,5
700,tvc166512,5
1376,spf024281,3
305,wcl188829,4
44,wcl263569,3
313,acs171474,4
756,app057463,5
1984,app231614,5
599,acs075901,3
520,acs082723,5
1134,ggf101622,4
1550,app265720,4
270,acs039517,4
301,str203318,5
1432,str168114,5
206,acs166468,5
1993,acs020574,4
1092,acs068688,5
1072,str004066,3
1551,wcl025398,5
240,tvc096460,5
1724,cmb259157,4
1549,tbp010494,5
1326,wcl195012,5
692,tvc147459,3
1412,tvc156349,3
598,msh045046,5
1418,msh090127,3
1033,wcl264858,4
317,app231614,4
400,wcl131160,5
1925,tbp036721,4
1339,tvc078475,3
1147,mcl155138,4
148,hkt051692,4
1934,spf054235,4
171,spf240301,3
428,acs046386,3
1897,wcl004293,3
685,acs196508,3
331,mcl008468,5
282,kfa145372,4
220,str003002,5
944,msh162322,5
215,acs175897,3
1839,wcl161312,4
1047,acs003993,4
1721,str027097,5
1589,str073940,5
1987,acs225082,4
1457,ggf111195,4
1488,wcl177068,3
523,mcl169389,5
79,wcl172435,4
775,wcl149856,5
976,app001842,5
617,app057616,5
1220,mcl030601,4
1037,wcl198698,3
780,mcl136623,5
487,acs088881,5
923,wcl072701,4
1566,app043072,5
1220,wcl220319,5
1506,str160488,5
1402,wcl180491,4
1938,acs000864,5
1161,hkt111305,3
1259,tbp157006,5
1220,acs181917,3
602,tvc176694,5
1909,mcl186579,4
1356,wcl069790,3
1834,bth157790,3
818,tvc026979,5
1559,msh261408,3
229,app057289,4
897,msc120002,4
475,tvc209128,3
1515,spf018128,5
1,pet003712,4
1712,acs089367,3
1934,acs195307,3
1133,acs095950,3
284,wcl050566,4
697,mcl177150,4
1208,wcl038055,4
223,app249185,5
133,wcl063968,5
767,mcl189261,4
498,wcl230777,3
1162,mcl154999,4
894,acs227300,4
897,acs115234,3
367,wsh060985,4
63,acs167962,5
492,msh160842,3
465,kfa170619,3
1003,acs070071,5
366,str064976,3
270,bth174775,5
1640,app059989,4
937,wsh039911,5
912,wcl064454,4
1914,wcl100663,4
1828,acs265339,4
464,tvc186564,5
14,wcl231807,5
241,hkt225777,4
145,app070953,5
1851,tvc145079,5
791,acs023126,5
127,tbp103361,4
1712,cmb265178,4
1266,tvc247977,4
480,wcl117356,3
1133,wcl074215,5
50,hkt152807,3
1238,wcl031617,3
356,mcl071430,3
1984,app237140,4
1673,app058197,4
448,wcl078863,5
1262,str180026,4
1577,wcl260896,4
1785,bag061248,4
747,mcl226777,5
34,msh212596,5
905,str044652,3
1416,tvc150516,3
1648,ggf017034,4
1514,acs080852,3
1302,app254718,4
919,tvc030318,4
575,acs242353,5
1930,acs222250,3
944,tvc215211,3
199,str253938,3
279,cmb147667,3
426,app097435,5
860,msh182992,4
506,mcl221207,5
94,wcl116230,4
117,wcl110530,3
819,hkt247729,5
1686,acs098446,4
1332,wcl089116,3
996,mcl156713,3
129,spf033775,5
511,spf206576,5
935,wcl014814,3
1764,str047382,4
1982,wcl087738,5
1533,wcl187350,4
662,tvc062912,5
538,app197880,4
1529,pet263471,4
1019,wcl021990,4
1686,acs171046,5
485,wcl203078,3
1829,acs040215,5
910,acs209587,3
1212,ggf225363,5
580,acs191467,3
1089,acs043994,3
1226,wcl071141,4
1166,app051973,4
483,wcl113587,5
1806,tvc109359,3
1138,acs011538,3
113,kfa048899,3
1869,app194346,5
342,str155216,5
137,acs114905,3
1285,tvc148693,3
1875,acs082572,4
836,acs245903,3
34,msh053940,3
1091,hkt264987,5
1271,acs094689,4
513,tvc199439,5
1334,msh074194,3
1961,acs112943,3
54,str187884,5
1235,app121618,5
1133,wcl003366,3
1212,mcl010230,4
619,tvc256773,3
373,str037678,5
1007,mcl030151,4
1193,msh022934,4
811,msh161258,3
370,hkt068334,5
1750,msh148418,4
182,msh027900,4
1733,wcl135270,5
1729,app212578,4
948,hkt223837,4
552,wcl051763,3
1798,msh234732,4
401,tvc074988,5
43,tvc072465,5
937,bth096043,4
1297,wcl185287,3
1239,kfa184894,3
919,acs102097,4
362,str028998,4
1107,wcl109327,5
923,wsh198680,5
1168,msh030024,5
1017,kfa176371,5
1195,wcl043295,3
1179,tvc091274,4
1744,acs142831,4
514,wcl094732,3
1399,wcl019282,4
1684,wcl105754,4
1123,str106364,4
493,mcl089479,4
349,wcl104517,3
888,msh259207,5
1578,tvc101914,5
1813,spf221103,4
653,hkt055313,4
1268,tvc167136,3
651,tbp132586,4
610,spf105870,5
1501,str063351,3
1597,hkt176574,4
1431,wcl132930,3
296,tvc229429,5
371,wcl090550,3
925,tvc159378,5
268,acs045783,4
496,mcl250726,3
1409,kfa040899,3
1579,bag025636,4
575,wcl040751,3
607,app209398,3
1019,str160423,3
480,wcl238088,5
1490,wcl114135,3
1126,str095852,3
146,app127027,5
1058,tvc223496,4
629,str047382,3
428,cmb223527,5
555,msh022352,3
728,hkt205644,5
1639,msh138457,4
93,bag255775,4
288,acs258418,4
710,wcl263957,5
1420,hkt176135,5
1337,wcl020396,4
452,tvc127190,5
336,acs229636,3
497,acs066885,4
590,acs232981,3
1266,msh265018,5
865,tvc170432,5
369,mcl086960,5
923,str231553,4
75,spf162900,4
442,wsh208156,5
1795,bth012925,5
271,tbp011845,4
692,mcl004606,4
579,acs168500,3
649,msh163454,3
481,app017325,3
1943,acs255402,4
760,cmb125274,4
1458,msh023838,5
321,msh108277,5
1675,str008064,4
1724,msh260102,5
811,msh088089,4
928,bag090080,4
1546,hkt169535,5
1088,acs021131,3
455,hkt028625,5
689,acs261474,3
734,acs009109,4
1919,hkt168128,4
899,cmb225346,3
662,wcl110809,3
1215,tvc187060,4
525,tvc001106,4
1725,wcl038444,5
1025,mcl171599,4
1920,app208931,3
1378,hkt002224,5
1549,app093300,3
278,acs205008,4
297,str011393,5
1387,acs150665,4
1010,acs253460,4
907,bag101885,5
712,msh093866,5
1807,tvc180241,3
929,acs204662,4
1101,acs081504,4
1481,hkt122421,3
472,spf213007,3
1531,bag078954,5
1367,wcl100879,3
835,ind074051,4
411,acs122564,4
1589,kfa209390,5
835,acs130707,3
355,spf202132,4
972,hkt064940,4
192,wcl215427,5
752,msh218814,5
1133,wcl235993,5
597,bth153710,4
1808,wcl255668,4
1454,mcl187315,4
1250,mcl228381,3
269,acs065000,3
1288,mcl140091,4
1447,msh151362,4
383,msh202774,5
1627,mcl242761,5
70,tvc071978,4
989,wcl222789,5
355,ggf245582,3
976,mcl123587,3
267,wcl093601,3
1794,tvc185307,3
100,tvc087177,3
1648,mcl209093,3
1272,acs233149,4
775,mcl125248,3
1677,hkt191964,4
1252,acs010818,5
1790,mcl023533,5
41,tvc169515,5
366,app103549,5
1027,msh165063,3
291,mcl091784,4
821,app262619,5
575,acs222106,3
567,msh106858,3
744,hkt143569,5
73,wcl043122,4
1889,app081521,4
1815,acs133568,5
1484,hkt259448,4
198,acs254391,5
690,str243858,3
375,hkt034072,5
1352,acs241693,5
1257,msh214518,3
818,msh253473,4
1314,tvc205143,5
446,mcl225726,3
33,acs023912,4
1634,hkt035028,3
475,hkt064411,4
1391,kfa041777,4
137,tvc069627,4
907,tvc181557,3
1611,acs053672,4
1298,mcl168353,3
1418,acs159674,3
849,tvc217317,3
1567,wcl209959,4
575,wcl226923,3
1524,hkt069303,5
933,acs060690,3
1016,acs205790,3
1543,acs214088,4
1757,app233723,4
895,mcl160864,4
111,msh234948,4
1342,tvc020056,4
807,acs110898,3
1795,kfa173492,3
1181,str053989,4
299,acs041442,3
1460,str026920,4
1937,wsh093743,5
177,msh141334,3
1610,app064241,3
1832,ind181945,4
1726,str111102,4
1372,wcl236136,5
441,mcl112925,5
1864,app136574,3
1973,acs004069,5
1356,acs150912,5
1930,hkt030424,3
1936,app168836,5
467,acs197421,4
1271,msh073613,4
1646,tvc223970,5
1470,app075199,3
696,acs215464,5
722,hkt232162,5
591,wcl035818,4
1715,hkt157967,3
1650,hkt074635,4
222,wcl132765,5
1692,wcl187243,5
45,mcl259986,5
848,acs222106,4
813,str049065,3
1999,wcl115100,4
463,tvc065251,4
1363,app022550,3
946,msc231129,3
1,tvc182274,5
413,wcl031137,4
1983,wcl252443,3
529,acs117672,4
1971,wcl051800,4
626,spf072689,4
1054,tvc208967,3
930,wcl153384,3
719,msh004208,3
1452,msh188753,5
1987,hkt161808,5
1096,msh011834,3
180,msh092267,3
1664,wcl132143,4
645,mcl222986,4
1136,tvc122518,4
961,acs150053,5
1758,spf127771,5
343,app194179,3
686,msh191268,3
1199,tbp153837,3
199,acs046192,5
1004,tvc191202,3
1861,wcl004033,5
1452,msh028085,5
718,acs036803,5
1338,str074457,4
1042,mcl031695,5
1477,acs037416,5
1767,tbp161477,4
1293,acs091174,3
544,wcl030779,3
958,str039805,5
1555,hkt079683,5
412,tbp245552,5
348,hkt132408,4
194,app027081,3
925,mcl195234,4
1316,tvc105797,4
1268,acs085726,3
1423,hkt068334,5
1614,hkt091911,3
1435,msh056914,4
153,wcl007299,4
1960,wcl236852,5
1771,wsh242550,5
634,spf174625,3
1103,wcl064438,3
1432,str244639,4
949,app060846,4
1881,acs157267,5
376,wcl256460,5
1653,acs150913,5
1873,acs180227,5
1105,wcl154160,5
1466,str162889,5
949,ind220160,4
55,acs169285,5
683,wcl256893,5
1253,mcl159572,5
203,wcl182819,5
699,wcl049952,4
1983,tvc024050,3
1766,tvc261332,3
1781,wcl134234,3
901,acs121561,4
1197,acs147645,5
1051,wcl102843,3
1714,mcl222965,4
1757,msh039477,3
1811,app242564,3
637,acs239346,5
1050,bag088737,3
523,acs128462,4
1251,str186924,3
430,tbp068127,3
704,msh043362,3
1138,mcl023536,5
1738,acs234267,4
286,acs258951,5
1662,str004989,3
852,acs003869,5
1116,acs013898,4
1387,tvc234603,4
245,wcl215664,5
774,tvc138284,5
621,str037286,5
1312,ind185956,5
1035,wcl128622,4
281,app137282,3
1382,bag142012,4
1006,acs200114,4
1238,wcl108562,5
1466,wcl009165,3
1172,hkt042767,4
457,app089096,4
1383,wcl215427,5
1265,tvc150115,5
347,app176490,4
1804,kfa030019,5
1497,wcl258206,5
944,wcl250583,3
1491,mcl234641,5
1168,str078264,5
128,str201760,5
1843,tvc244442,5
665,msh234768,3
945,wcl223765,3
1819,msh160011,5
1020,msh148552,5
1830,app183595,5
491,acs159697,3
730,hkt091633,3
1715,msh185425,5
193,acs011732,3
91,wcl170669,4
460,tvc208496,5
81,acs118379,5
896,wcl041765,3
11,wcl149472,3
1835,acs194049,5
223,wcl001108,3
1509,wcl139607,3
1486,mcl026507,5
1523,wsh163160,5
587,acs090249,5
1522,str085968,3
150,msh080796,3
93,tvc200143,3
1160,bag176802,5
1767,acs011843,4
47,str245180,4
1374,acs204494,5
431,tvc153519,3
1594,app225915,5
793,wcl214715,4
641,wcl009145,4
1893,acs228826,3
1235,tvc042195,3
566,wcl076197,5
1554,acs237025,3
873,wcl248086,3
1085,wsh035107,3
644,wcl004452,3
863,wcl057582,4
833,kfa028621,5
1679,acs144198,5
127,acs027055,5
1731,wcl215760,4
1476,tvc232119,4
687,cmb027495,5
836,app227296,5
1832,ind092447,5
372,tbp206241,4
1870,wcl111549,4
337,bth065559,4
1572,mcl047124,4
1456,mcl175464,3
95,mcl144128,3
636,mcl122704,4
229,mcl212999,5
291,tvc072615,3
376,mcl095509,5
1599,msh126874,3
872,mcl110916,5
47,acs202776,5
1095,tvc232622,4
1053,acs188341,5
293,spf066021,3
83,msh135455,3
1560,spf186990,4
1192,acs254048,4
1951,acs181894,5
412,app084929,5
1390,mcl114659,3
347,str073377,5
323,wcl076848,3
642,app073103,4
243,mcl173357,4
722,tvc029503,3
1363,tvc178850,3
429,acs083348,5
1339,acs238813,4
1644,app177729,5
1302,acs140426,5
487,str205975,4
1599,app084555,5
1376,wcl105080,5
161,acs238371,3
1909,wcl188736,4
575,str052309,4
1655,acs196194,4
1173,app012859,5
1607,tvc009775,5
441,str234964,5
557,wcl230146,4
1811,wcl022969,5
720,wcl044231,3
760,wcl229647,3
302,app248185,3
298,wcl161218,5
525,mcl115183,4
1503,msh071920,5
621,wcl002027,4
872,wcl009279,3
1885,tvc180044,4
479,tvc079802,5
785,hkt176034,3
1995,wcl015240,3
965,acs092121,4
697,wcl069664,4
1894,wcl083894,5
551,str050326,5
1207,acs121628,4
1088,mcl181338,3
1057,acs242510,5
1158,acs003919,5
1784,mcl024242,5
785,wcl057117,4
1384,wcl173688,5
907,tvc154621,4
1304,wcl080008,4
1324,str239201,5
1983,wcl018602,3
1862,acs138669,4
1316,tvc065731,4
452,mcl180758,4
1756,app223302,5
924,acs164988,5
1968,kfa184128,3
1547,acs049668,4
255,acs181191,4
1545,tvc073683,5
1223,cmb148282,3
839,msh214441,4
1305,wcl242185,4
237,bth141874,3
1902,ind031588,4
270,str003886,3
1740,acs195369,3
1736,acs087165,5
454,wcl132083,3
479,bth000318,4
1979,wsh118196,3
1360,acs264873,4
100,acs259604,4
737,acs025328,4
1913,app026968,4
870,spf002418,3
884,wcl001591,4
250,tvc075603,4
96,acs033518,5
450,wcl251254,4
1006,mcl105827,3
1465,acs100802,3
1572,msh066937,3
1218,tvc215047,5
797,acs065613,5
1160,acs009855,4
503,mcl097209,4
57,acs259738,5
1175,ggf048584,3
398,wcl224723,4
1846,acs055578,5
557,spf006764,5
1763,kfa218443,5
1346,msh042174,5
1665,hkt184164,4
861,acs201251,3
857,wcl064257,3
1659,acs209033,4
1132,wcl143434,4
1193,tvc246736,3
1410,acs152021,5
484,app248969,4
1932,mcl099535,5
1289,acs004602,4
311,msh156844,4
1520,wcl235123,5
915,mcl043136,4
703,app138786,5
1147,msh019161,4
119,acs175689,5
967,wcl139357,3
48,acs018390,4
612,msh173885,5
739,acs077203,4
1134,wcl249759,5
1542,acs118383,5
448,acs132541,4
184,mcl196800,4
1721,acs161968,3
1789,app235461,5
700,str110158,5
1497,acs232627,5
1082,mcl236596,4
1718,mcl112233,3
1627,wcl016444,5
866,msh136745,4
1655,acs080698,4
649,app153928,4
436,acs131223,5
771,acs221913,4
1260,tvc134798,3
1051,wcl165808,4
1484,spf191966,4
951,str188025,4
109,wcl041409,5
1381,msh164879,5
963,cmb034138,5
1343,str263811,4
1597,acs197952,5
603,acs116824,3
201,tvc050365,3
782,wcl123179,3
682,wcl006833,5
324,acs073888,3
216,acs163660,5
1901,app006690,3
70,wcl188316,4
916,spf159182,4
1765,acs185919,5
144,tbp107766,5
891,wcl188392,4
127,tvc037532,3
1799,wcl018582,4
1594,msh184221,3
1321,kfa027244,3
1170,wcl008576,3
1098,msh153385,5
1109,app177623,5
1547,app057124,3
